Account,Assists,Deaths,Heals,Hours_Played,Kill_Death_Ratio,Kills,Kills_Per_Minute,Matches_Won,Resupplies,Revives,Score_Per_Min,Total_Damage_Done,Win_Ratio
Obalski26,9342,24291,106226,1487,1.74,42153,0.47,2066,33555,6071,237.27,5253383,0.46
MakingHerstory93,7491,22911,79080,1492,1.3,29848,0.33,1431,6282,14369,237.25,4654758,0.52
DrBumbaClarT,2003,7046,10923,222,0.95,6665,0.5,302,2081,679,237.24,903545,0.49
s0xsyd,791,2731,19424,88,0.81,2216,0.42,143,1327,530,237.22,306722,0.47
BoogalooBrowns,1086,2811,452,107,1.25,3521,0.55,150,573,102,237.21,477240,0.46
awal1978,2401,10359,24520,399,1.05,10927,0.46,519,6446,2433,237.2,1340465,0.45
Anderssson7,12247,39730,60693,2689,1.4,55801,0.35,2808,5166,13187,237.19,8766902,0.57
Elias_6196,3488,9413,8835,524,1.74,16354,0.52,703,3168,765,237.18,2253140,0.42
martin_speedy,13740,28097,158170,1702,1.46,41024,0.4,2518,14769,12417,237.16,5686280,0.5
skape_waid,1289,4670,2555,160,1.11,5196,0.54,256,881,322,237.14,696901,0.45
p50warrior,592,4252,6232,108,0.55,2349,0.36,160,932,779,237.13,285794,0.54
ReservoirDog276,32121,118801,123977,3123,1.24,146857,0.78,6589,14885,33476,237.08,17586825,0.54
xo-HAMED-ox,7377,21606,35747,989,1.29,27857,0.47,1286,3464,9127,237.05,3974810,0.59
nexs12,9568,25696,14657,1561,1.41,36181,0.39,1648,2070,4493,237.04,6548414,0.57
bojitles,2985,12823,32211,380,0.97,12482,0.55,552,7657,1636,237.01,1639408,0.48
ZIZI VERT,10838,24304,102549,2780,2.71,65821,0.39,3244,18842,7228,236.9,9279207,0.65
chengtao010903,1743,6484,12176,164,0.87,5671,0.57,182,3162,1316,236.9,796293,0.42
Holden023826,3908,13860,25156,558,1.09,15063,0.45,1001,18201,2404,236.87,1834029,0.61
SlayTheDuke,4485,9815,63578,741,1.42,13956,0.31,887,2767,5102,236.83,2342558,0.64
PrivateJoker1988,8106,17086,238339,1418,1.73,29511,0.35,1920,49369,7386,236.67,3992726,0.44
WAR SPARTAN141,604,2451,3348,86,1.08,2657,0.51,122,1052,276,236.67,335418,0.45
gewill23,1487,8605,15868,188,0.85,7317,0.65,290,4911,580,236.59,916840,0.42
Gorgons77,3277,8936,53279,286,0.97,8708,0.51,409,8124,2101,236.56,1254348,0.46
QQ002233,1987,9889,10756,314,0.84,8355,0.44,420,1941,659,236.54,1038577,0.52
gogglespiasano1,14220,41022,54216,1622,1.62,66618,0.68,2898,13715,7956,236.51,8225268,0.52
xgamer_321,453,1563,3599,62,1.08,1691,0.45,123,746,280,236.49,219293,0.48
nekosaninusan,4213,16477,11725,566,0.96,15889,0.47,739,5352,1419,236.46,2254255,0.46
SoKoK-John,2612,15366,41601,429,0.48,7299,0.28,611,14333,4329,236.41,1050355,0.47
OuterRaccoon65,8920,31721,12024,1179,1.33,42279,0.6,1864,5103,2945,236.35,5416783,0.46
thomas-daimaoh,4011,14612,21336,613,0.92,13506,0.37,788,7500,3391,236.33,1865916,0.44
SkitchBreams,1235,5649,7040,144,0.75,4263,0.49,256,4376,817,236.33,577763,0.52
Hummi 69,1154,4534,6428,174,0.77,3492,0.33,265,1660,508,236.27,468737,0.4
Jon Rot N,8682,28406,67892,1764,1.54,43736,0.41,2061,15725,5854,236.25,5862612,0.52
FFlinston,1825,6356,3483,303,1.38,8749,0.48,492,5092,704,236.25,1095323,0.54
Lord_Kensage,6395,20805,22518,606,1.04,21671,0.6,892,7975,2915,236.25,2855382,0.51
Uwe-77-ex,16634,42313,55148,2178,1.52,64232,0.49,3821,8946,11485,236.15,8640203,0.55
CosmeFullanito,2051,7142,21316,259,1.08,7711,0.49,343,3025,923,236.15,1006648,0.43
alan-hawleri,10903,31828,16812,1478,1.63,51783,0.58,2058,10476,1217,236.14,6409752,0.47
rubious_ry2,2210,8762,24534,333,0.73,6440,0.32,478,4559,1397,236.14,927912,0.44
4410mainn,6179,25444,77830,756,0.84,21454,0.47,1176,19692,2475,236.07,3023912,0.42
Qchwale_-100-_,2824,9481,36148,358,0.93,8810,0.41,487,5666,2279,236.04,1208970,0.5
Hwk-Aron-G,3089,11470,52103,620,1.07,12236,0.33,829,3431,3944,235.97,1690551,0.59
PurpleJebus96,727,2168,4780,70,1.73,3743,0.89,164,1149,507,235.95,463732,0.61
I3AI3A-VICDANSIZ,13986,49616,456123,1864,0.92,45775,0.41,3111,41376,29150,235.95,6009808,0.51
dududuerer7,2069,9821,14759,274,0.91,8973,0.55,396,2873,1253,235.91,1148367,0.46
steak-fiko,3588,8984,46608,348,1.24,11180,0.54,375,6942,2452,235.85,1601020,0.51
Doc-Khadgar,716,2345,15928,90,0.99,2317,0.43,132,1024,629,235.85,319455,0.42
gangzhamen,2523,4964,25462,229,2.03,10053,0.73,265,4239,1919,235.84,1247720,0.51
Lobster_Tobster,4503,11827,23641,763,1.56,18483,0.4,797,2564,2952,235.83,2988425,0.56
FeloniousBandit,2086,8637,1914,235,0.83,7199,0.51,305,1325,455,235.83,969553,0.62
Velocityjunky,5855,11378,26985,1264,1.83,20870,0.28,1196,4069,4503,235.82,4368735,0.58
SantaCruzBzh,4049,12672,17886,589,1.18,14952,0.42,841,7477,1963,235.79,1986177,0.47
wow_507,14412,29368,82618,1852,2.18,64147,0.58,3110,6406,12065,235.77,9498342,0.71
xye_assassin,2045,3040,32867,168,1.72,5240,0.52,198,4686,1070,235.74,809202,0.47
Givinggang,1036,3599,1278,116,0.98,3535,0.51,156,550,199,235.65,474687,0.45
SuperWriter2209,5216,24147,1356,658,0.72,17465,0.44,1051,2855,4469,235.63,2275255,0.52
larsdlr,3648,14427,44646,651,0.91,13134,0.34,657,5476,4364,235.6,1890127,0.47
XiaodeHaHaHa,1192,4029,11022,130,0.81,3268,0.42,198,1966,834,235.58,462193,0.54
Loogly,1162,5877,3059,238,1.06,6252,0.44,346,1585,275,235.54,793368,0.47
jimphelp,3324,11500,14238,393,0.9,10361,0.44,560,3745,864,235.54,1508664,0.46
Bauxitisza,1181,2706,31959,140,1.13,3047,0.36,207,5659,936,235.48,417637,0.51
Burnhub,1663,6213,35191,249,0.75,4636,0.31,379,7550,2358,235.46,646243,0.51
Steven the stic,669,4108,1493,122,0.85,3478,0.47,131,666,497,235.45,416189,0.44
WhatLaoyu,1054,4344,8008,107,0.7,3054,0.47,174,2028,834,235.45,423404,0.56
zappa001,11838,55317,223513,1685,0.58,31911,0.32,2525,49198,8522,235.38,4744669,0.52
etemally2,1092,3120,1066,147,1.76,5506,0.62,258,1344,170,235.37,666384,0.57
gangking-surry,3246,11745,76858,519,1.01,11807,0.38,787,7977,4871,235.37,1551037,0.43
RDP x DRAGON x,2675,543,12809,428,29.63,16089,0.63,621,2044,612,235.31,1876972,0.49
mikaol60,7360,19120,27704,1235,1.39,26492,0.36,1343,6672,3684,235.28,3697473,0.52
wilson-prof,1894,8291,77636,235,0.63,5212,0.37,270,6773,3908,235.26,740362,0.47
Senna-216,7316,11521,3578,960,3.19,36695,0.64,1320,5846,519,235.24,4597432,0.46
MrBayoneter,869,1466,14810,377,3.01,4411,0.19,737,808,1166,235.24,803212,0.79
HJCshinibaba,1604,6234,3879,164,0.78,4857,0.49,251,888,977,235.23,690287,0.51
AngelaAbin,2630,8588,4947,330,1.33,11417,0.58,486,1708,953,235.16,1448143,0.55
rischi1989,8877,21505,34351,1126,1.78,38201,0.57,1483,5870,2120,235.14,4986712,0.46
CREOLE_MAMA,10000,20856,190461,1689,2.2,45890,0.45,2184,12683,16487,235.12,6614214,0.61
JackyLiu233,4383,7749,76508,472,1.53,11835,0.42,1004,14253,3813,235.05,1708601,0.69
VinBanana,8012,36190,34894,874,0.89,32238,0.61,1649,48222,8395,235,3908435,0.49
Imprisoned_tears,889,3064,6485,125,1.26,3875,0.51,164,1802,500,234.97,517917,0.43
Domfix,1183,9274,11104,225,0.43,3970,0.29,281,5488,1348,234.93,525621,0.4
Fingalxv,3075,7980,101525,277,0.91,7282,0.44,329,17360,4529,234.92,1074038,0.44
shawnk1994,2894,9775,34824,241,0.77,7571,0.52,267,3174,2446,234.92,1064359,0.48
Prowl Kiki,1220,3023,1972,114,0.92,2787,0.4,138,12280,520,234.84,438483,0.37
Slumalo Stag,3730,9242,30565,806,1.98,18254,0.38,1051,9739,3324,234.8,2324885,0.48
akihi_d,1440,8206,85804,270,0.49,4001,0.25,374,8635,5231,234.79,558253,0.45
S_Yang12138,5378,11935,28204,441,1.4,16679,0.63,758,6722,1958,234.75,2256765,0.62
mclayton0810,1114,6784,2522,141,0.48,3236,0.38,241,2788,584,234.74,430072,0.49
iTiZ_wut_iTiZ,8740,12996,49568,1482,1.83,23739,0.27,1807,5297,6887,234.72,4954638,0.69
davidfd86,3071,14015,34944,398,0.76,10677,0.45,597,3845,1534,234.7,1433341,0.46
BrennanBrothers,1686,5414,13530,186,1.19,6459,0.58,277,1750,1548,234.66,838401,0.49
cnpr,1444,4975,371,131,0.58,2874,0.36,140,345,340,234.64,426217,0.42
kampouro1984,1114,7826,41176,269,0.4,3157,0.2,316,8861,1216,234.63,447147,0.45
bingyu625,1689,6230,25194,173,0.66,4112,0.39,220,5248,1377,234.59,615121,0.45
m_yasser1987,1519,7990,11387,216,0.53,4273,0.33,288,3106,881,234.57,594535,0.43
SMT1970,15879,55264,175904,1238,1.04,57703,0.78,3625,29807,18941,234.56,7351925,0.59
whoshotchyaaaaa,8895,15684,30212,1772,1.76,27677,0.26,2782,3601,5715,234.45,5003576,0.66
RogueHuntr,10490,27294,42983,1940,1.42,38737,0.33,2723,7584,7755,234.43,6388587,0.65
78hta,1519,3836,26200,139,1.15,4421,0.53,166,4680,1142,234.43,633815,0.43
TangoSierra1020,1048,3983,2928,128,0.9,3587,0.47,191,1318,311,234.43,470103,0.52
Youneskei,1863,5414,37312,144,1.48,8026,0.93,362,1409,3513,234.37,956404,0.6
S_H_A_D_O_W_,8365,18570,33128,1438,1.88,34975,0.41,1541,6040,6235,234.36,5801068,0.67
sallmander,6024,12100,12384,1461,1.96,23744,0.27,1843,2128,4743,234.34,4938100,0.7
Neubi92,4085,16727,77315,468,1,16719,0.59,892,22032,3820,234.32,2101512,0.47
blogowicz,3414,15173,38103,476,0.87,13239,0.46,862,9159,3159,234.31,1717583,0.52
zhoujun19963,918,3103,69,94,1.1,3417,0.61,125,514,62,234.28,446067,0.48
Bushwookie1471,825,2526,4470,107,1,2528,0.39,163,2664,508,234.25,354385,0.58
Die_Legende1968,947,2880,5581,232,0.95,2725,0.2,265,4691,484,234.19,410132,0.43
x__FiliN__x,3709,13843,83,687,1.13,15646,0.38,463,504,1087,234.11,2350321,0.43
DucatiMatt1165,10051,27579,100507,1476,1.64,45196,0.51,2074,12549,5415,234.08,5913997,0.45
DubboCat,2557,4923,7343,212,1.3,6390,0.5,284,1853,899,234.02,886366,0.6
ltCharly,4456,15711,101833,461,0.81,12656,0.46,609,10096,4544,234.01,1716941,0.43
juligc5,7689,16144,8726,1257,1.73,27958,0.37,1428,1929,3307,233.99,4543331,0.59
kumaan78543,3329,13322,61371,613,1.06,14056,0.38,1488,5658,3661,233.64,1725711,0.7
Mrxiaot,1109,3362,3314,125,1.09,3664,0.49,119,6056,340,233.44,511640,0.47
K_gamer88,931,5249,13518,145,0.55,2880,0.33,205,2421,928,233.33,402278,0.52
paulepetje,1009,3737,10381,132,0.89,3337,0.42,185,772,774,233.16,427633,0.44
DIABOLIK_bruno,1797,5488,19268,133,1.03,5674,0.71,246,1681,1052,232.75,783643,0.5
tangzipu,1363,3970,17640,161,1.17,4630,0.48,155,4831,1006,232.47,625451,0.45
kenji69_wp,6075,23084,62217,580,0.81,18788,0.54,1268,15668,6185,232.34,2518080,0.49
lky-fengqing,1616,3904,7304,130,1.21,4708,0.6,169,1639,487,232.23,674665,0.44
Z88YY,2799,5908,8352,313,1.56,9197,0.49,416,3293,725,232.21,1279171,0.48
taotaodlt,1707,5583,17677,200,0.94,5227,0.43,203,10187,1479,232.21,709944,0.51
KingOfThe08,1492,6460,18288,150,0.98,6334,0.7,220,2165,1497,232.2,782688,0.43
Minerqn5scorpion,2066,3923,3617,388,2.44,9562,0.41,430,751,341,232.19,1162906,0.42
boldtin559,3650,11630,7705,512,1.48,17216,0.56,731,3721,1472,232.06,2186630,0.47
rereffff,2955,11071,6773,357,1.03,11415,0.53,457,14361,741,232,1493733,0.47
D_Dobrychok,10745,34000,60711,2133,1.45,49257,0.38,1565,8951,7470,231.7,8063132,0.5
FETO59,16106,48757,198176,1359,1.37,66822,0.82,4153,21574,24427,231.41,7743092,0.61
MrDingeliding,8349,12872,101318,1110,2.64,33977,0.51,1537,13980,9743,231.29,4782275,0.67
Twenty6Silent32,3856,12260,125542,321,1.27,15536,0.8,685,11881,7297,231.27,1880034,0.48
Puli_1984,8549,33757,8381,1045,0.82,27805,0.44,1419,5560,5909,231.23,3863378,0.48
misman89,1109,2888,75,72,1.15,3327,0.76,127,443,218,231.16,460172,0.47
PinkGodziRa,5187,25677,57312,638,0.52,13376,0.35,857,15198,4861,231.1,2044789,0.41
SHANOW-C,2261,14327,135747,326,0.42,6047,0.31,380,9565,5540,231.07,862394,0.46
ZimZim_544,3430,10736,4094,425,1.43,15315,0.6,619,1694,1417,231.06,2104967,0.56
Pulsnitzlachs,2509,14019,30165,492,0.46,6454,0.22,849,19281,2994,231.01,937762,0.56
MauMauCWB_,13410,44928,188859,2851,1.38,61836,0.36,2721,26436,12848,231,8921489,0.52
fordchow,1682,9293,25380,239,0.48,4443,0.31,333,7829,1698,231,656936,0.46
glass_fearful632,670,2800,4382,96,1.06,2963,0.51,137,493,422,230.97,388048,0.44
BerserkerWiesel,8244,19948,41696,2022,2.2,43947,0.36,2004,6080,8010,230.86,7223662,0.56
swl758238428,647,3667,7788,98,0.66,2422,0.41,124,1194,417,230.84,313529,0.4
MeksScout_32,6175,14063,29810,1076,1.91,26798,0.41,979,4025,4506,230.81,4224848,0.53
IamGroot297,2683,5841,7901,468,1.33,7759,0.28,429,986,1573,230.81,1448012,0.56
HWilk1985,2549,8982,13566,301,0.9,8079,0.45,495,1239,1188,230.81,1150377,0.52
PepineroQuerido,1507,5611,3844,178,0.87,4909,0.46,240,743,673,230.79,643995,0.47
to778mo,3514,19415,8192,361,0.6,11727,0.54,412,1319,1414,230.79,1521984,0.4
Undeadrider2626,796,3014,6544,123,1.18,3546,0.48,184,1254,503,230.77,442426,0.52
mkzukr,1405,4925,9573,147,0.81,4005,0.45,285,3045,758,230.77,541604,0.55
1234Sibin4321,1303,1946,12830,136,2.14,4162,0.51,256,2862,708,230.76,563976,0.64
china-yayi,928,2659,,88,1.12,2986,0.56,130,265,252,230.75,412177,0.49
double-assiette,4953,8683,100150,1277,2,17368,0.23,1278,6511,10518,230.72,3614415,0.58
L3THALxQUEENFMF,7299,27089,8681,612,1.06,28627,0.78,1213,1517,9423,230.64,3471857,0.52
kelibobi,1606,5775,33842,208,1.1,6349,0.51,253,7009,2013,230.6,824924,0.57
SEK_Elite83,11649,46247,216436,1987,0.99,46003,0.39,2576,46406,8399,230.59,5996010,0.45
Battle_Drill_1,6669,13256,31268,1596,2.46,32549,0.34,1709,4663,5532,230.53,6001302,0.6
Dani-bueno,2466,3494,10183,324,3.88,13551,0.7,670,1681,201,230.51,1723985,0.5
Ragnarr_750,12760,37823,11726,2266,1.46,55392,0.41,2252,2642,8226,230.51,8968167,0.51
xTSUNAM1,10013,13822,84045,1945,2.8,38633,0.33,3140,20611,6795,230.47,6812928,0.76
struzikPL,29518,93490,290145,2918,1.12,104715,0.6,7790,32998,37746,230.46,13589145,0.55
pinkkaisa,6264,21124,186024,533,1.22,25687,0.8,1209,14154,8786,230.27,3108842,0.5
hank1nste1n,17147,36758,136104,2556,2.34,86141,0.56,3705,47669,9144,230.16,10824797,0.49
Mzungu_,9656,22618,32848,1315,1.44,32643,0.41,1676,4013,5059,230.16,4844819,0.59
SNAFU 690,9676,33248,22665,1265,1.3,43096,0.57,1578,12584,4005,230.12,5591195,0.43
AiR-West,10777,71647,86139,1326,0.35,25275,0.32,2358,37514,7329,230.12,3831710,0.39
Bendoke7780,1330,6878,11309,162,0.62,4284,0.44,321,1392,842,230.07,602506,0.48
MestAri123,1082,5041,10342,186,0.91,4578,0.41,285,2093,538,230.06,591790,0.5
twiddly-prodigy,680,3901,9813,105,0.63,2440,0.39,129,1269,668,230.05,323301,0.42
OxtailTrout9395,1002,5799,4708,192,0.83,4792,0.42,289,1222,1055,230,567067,0.46
E-Jaber,8414,41128,118022,1326,0.99,40800,0.51,1884,8323,7018,229.96,5054640,0.52
bebert83980,3235,16228,26707,377,0.57,9226,0.41,547,2283,3682,229.95,1259418,0.42
Solar_Asylum0,4874,15714,13029,770,1.4,22056,0.48,974,5480,824,229.91,2724350,0.46
BRabbitking,1762,4136,14697,151,1.21,4985,0.55,135,4750,944,229.9,700640,0.46
MnjuIsSmelly,655,2984,9339,87,0.9,2686,0.51,116,1272,484,229.79,350231,0.44
OxoForever,4357,8980,80651,598,1.12,10101,0.28,867,9185,2564,229.76,1643470,0.51
Blusser89,1218,4427,11870,220,1.11,4904,0.37,310,2867,1124,229.73,629717,0.43
sethko,7221,19205,131923,1448,1.73,33201,0.38,1611,17795,6351,229.71,4488970,0.45
Klin123,6645,19782,10018,885,1.28,25275,0.48,1129,7480,2559,229.71,3291780,0.49
movingRock,1386,8581,212,170,0.43,3709,0.36,273,999,995,229.71,537925,0.43
hunted_ghost_,504,3056,808,70,0.7,2126,0.5,104,331,343,229.69,275207,0.41
CH33KS_RECLA44ED,7777,23786,15679,1936,1.31,31137,0.27,2411,5205,4275,229.67,5669481,0.6
RD07RD,4022,16327,677,477,0.83,13569,0.47,654,916,1003,229.67,1863997,0.42
taihiu1,779,3901,728,103,0.92,3599,0.58,121,198,164,229.66,453538,0.45
fenerhn07,869,4735,1715,143,0.68,3223,0.37,165,435,353,229.62,429012,0.49
CptFedi,3216,12642,18337,327,0.64,8091,0.41,477,5347,1335,229.62,1246404,0.5
easyDE_,5184,14388,14472,1289,1.58,22692,0.29,1721,2097,4178,229.59,3975321,0.67
NiceLxm,791,2872,18742,105,1.25,3588,0.57,224,2599,1144,229.58,439481,0.49
cesar060382,8649,33372,12882,803,1.03,34370,0.71,1180,2619,2438,229.51,4535416,0.44
R4M_PERKINNATOR,1192,6159,7783,136,0.59,3640,0.44,207,3576,568,229.51,483387,0.48
OneillS2k,6747,18624,28175,1493,1.43,26673,0.3,1440,5560,5185,229.5,4929646,0.56
lol-ur0wned,2764,6472,11909,618,2.56,16550,0.45,530,3596,551,229.46,2132568,0.39
Y_U_MaD_buddy,833,2195,6518,171,2.18,4775,0.46,218,681,664,229.43,723780,0.69
Teneti,6145,23546,78276,803,0.78,18283,0.38,1100,8503,6434,229.42,2538811,0.47
The Anomaly77,12159,32379,126721,919,1.79,57985,1.05,2682,27650,11669,229.39,7034833,0.65
ModyMytiry,756,3262,155,129,1.19,3876,0.5,160,255,187,229.37,491856,0.45
RODR1GU3Z_619,6643,3305,290,760,12.7,41977,0.92,1201,3784,21,229.32,5022011,0.39
sergio_clemente5,3786,11091,5863,465,1.1,12170,0.44,662,834,2159,229.32,1639611,0.54
clows75,4439,17353,43713,594,1.28,22191,0.62,1377,8088,3919,229.31,2791149,0.52
dmf-eldritch,7082,15232,169588,653,1.29,19647,0.5,1051,12529,6175,229.29,2871892,0.53
AHHBOBSAGGET94,1421,6563,2396,252,1.1,7210,0.48,360,1979,566,229.26,891459,0.52
Amamoto,5329,21928,76153,758,0.69,15032,0.33,1116,14297,5203,229.24,2133777,0.46
DeniableSumo,684,3660,1147,124,0.82,3018,0.41,175,938,420,229.14,357662,0.53
GKJoker,22718,51087,16315,3687,1.39,71101,0.32,4389,39063,8035,229.13,11461062,0.6
emtguy56,1854,8592,31453,268,0.64,5488,0.34,469,5791,1682,229.11,763151,0.41
SLOW04L,3229,29372,35898,641,0.42,12419,0.32,824,6206,4680,229.09,1709247,0.45
LaSQ_Templa,6143,21139,41787,752,1.17,24749,0.55,1307,9554,4524,229.08,3233889,0.48
FISHY Fishy6669,909,5298,6546,140,0.93,4947,0.59,179,820,669,229.08,592318,0.42
Blitzkriegrage,5387,12784,24258,582,1.38,17647,0.51,814,9696,2169,229.07,2576120,0.47
Scarface19774,1119,3640,10170,87,1.22,4456,0.85,170,2616,465,229.01,534745,0.5
BIO30NGclankillr,5716,15532,45941,1360,1.45,22587,0.28,1395,8209,4431,228.98,3989621,0.49
Charlss1997,5330,31568,39204,660,0.51,16109,0.41,834,9277,3718,228.96,2205550,0.45
spanokopitas2020,872,2700,10726,84,0.96,2591,0.51,151,2402,594,228.7,348307,0.54
MINI FRANK69,953,4056,4512,117,1.04,4213,0.6,159,908,526,228.54,505316,0.47
llxlqll,723,4043,473,122,0.93,3742,0.51,155,434,230,228.49,453177,0.47
masamune_0308,2582,7220,6698,415,1.61,11601,0.47,539,5073,729,228.22,1496854,0.45
Fenix_Is_Back,980,2447,3992,128,1.77,4327,0.56,195,404,332,227.65,532712,0.51
NoStyleHB,536,2641,9616,95,0.64,1682,0.29,125,5916,193,226.95,239028,0.46
hm2_mty,1076,4904,22728,165,0.79,3856,0.39,250,1940,1204,226.8,482021,0.6
AlkoholikGER,397,1598,931,73,1.71,2737,0.62,107,85,123,226.71,309488,0.41
Yankill,4032,11919,36285,488,1.09,13015,0.44,717,17770,1811,226.65,1900816,0.48
xeno0518,1254,5325,20247,152,0.67,3568,0.39,193,1939,1139,224.74,524533,0.45
WYWGOD,1573,10836,59624,286,0.51,5480,0.32,399,4116,5639,224.26,709006,0.4
T_kuro007,2209,13263,121006,355,0.42,5603,0.26,501,14058,2476,224.17,822385,0.43
LawBOND,624,2578,5355,75,0.73,1891,0.42,113,825,357,223.77,257013,0.43
bigtime5959,3839,13553,10663,518,1.09,14821,0.48,665,2041,1399,223.66,1942990,0.47
Gergoo88HUN,1550,5264,12335,258,1.36,7175,0.46,355,1816,1076,223.19,890251,0.46
aunty karen,10562,24593,2536,1180,1.78,43799,0.62,1617,12403,1285,223,5947130,0.45
xxxxRIDDICKxxxxx,1218,4168,13078,158,0.86,3567,0.38,199,3088,922,222.99,557473,0.46
WhizK3yman,1017,4356,25082,162,0.73,3199,0.33,232,5919,1040,222.97,459292,0.48
LexDaBiggBoss77,19905,64696,3399,1806,1.43,92492,0.85,3798,38526,4516,222.95,11801091,0.5
StuttgartYalcin,18980,36838,108267,2848,1.89,69544,0.41,3903,10764,19878,222.94,11294248,0.64
Zeppos153,3216,11573,38341,279,1.04,12064,0.72,578,3272,4285,222.9,1574439,0.46
escudo1011,4162,23211,30729,815,0.83,19189,0.39,1018,9570,2443,222.88,2544874,0.43
ccv4865,8450,28334,47015,1891,1.59,45120,0.4,2166,9446,2828,222.85,6184752,0.49
evil_sasquatch,3105,13675,55339,551,0.72,9884,0.3,503,9306,3510,222.8,1434120,0.46
sNipermalliki,6047,9219,8750,553,1.55,14258,0.43,726,2167,1662,222.78,2275880,0.47
CHN159139,1637,3853,68235,206,1.38,5328,0.43,201,10984,2920,222.77,712177,0.49
TK-2311,10273,21406,45612,1869,2.46,52654,0.47,2033,3733,7664,222.76,8960497,0.58
SgtPepper DS,1158,3140,30987,126,0.88,2751,0.36,196,6293,1638,222.7,406242,0.4
ju-li-an769,6031,10243,10333,1324,1.8,18463,0.23,1337,1589,4264,222.69,4199654,0.69
CARTOLLA_FPS,8484,31268,51386,1541,0.91,28610,0.31,1857,9886,6725,222.61,4274263,0.54
J444N,1246,5981,10517,168,0.62,3715,0.37,223,3133,735,222.6,515959,0.46
Thememester2072,810,4608,21314,157,0.73,3344,0.35,228,2347,1168,222.57,399830,0.5
Ddizzy55,5767,15411,33592,575,1.16,17932,0.52,750,20022,1687,222.52,2421036,0.48
SD sanches,1234,5692,9702,201,0.8,4550,0.38,259,1531,1023,222.48,605783,0.42
Obusativo,8638,28399,19165,1105,1.07,30520,0.46,1299,5620,2364,222.47,4219545,0.46
Schutzengel48,1697,6274,62625,204,0.6,3734,0.3,217,6512,2959,222.47,556310,0.42
rogal1977,2514,13548,947,389,0.57,7777,0.33,542,3179,484,222.47,1103610,0.48
MASTERCHRIS1989,2212,14583,25173,463,0.99,14485,0.52,528,7694,1697,222.41,1728567,0.45
albiric3,572,2520,632,71,0.82,2075,0.48,126,423,160,222.41,260014,0.44
mar12345823,1908,5544,19613,267,1.16,6431,0.4,410,5724,2586,222.4,846926,0.47
inkkaripinkkari,2562,9446,35550,462,1.06,10014,0.36,529,6289,1896,222.39,1363052,0.47
HaMMeRf1St88,4566,13185,38889,1408,2.34,30883,0.37,1973,2581,3088,222.36,5147496,0.71
sutter1993,4095,14341,26867,552,0.87,12523,0.38,759,8267,2893,222.36,1748244,0.47
Mizta-Zuco,3002,9758,10996,737,1.45,14188,0.32,589,1623,2289,222.34,2387832,0.52
Nicexys,1023,4453,8088,133,0.74,3300,0.41,175,1824,687,222.28,465975,0.4
EXboyfriend0412,2670,9812,48230,372,1.17,11478,0.51,363,8619,1877,222.27,1547511,0.47
Wxp Bacon,3189,14936,61985,463,0.68,10197,0.37,605,9313,3302,222.25,1361222,0.46
ManyPorsche,971,3763,2913,102,0.89,3349,0.54,147,629,380,222.23,440208,0.46
gunnerluv,3863,11171,20533,694,1.19,13286,0.32,679,5514,2159,222.22,1933299,0.48
vatmother,841,2714,6263,122,0.99,2691,0.37,197,4838,325,222.2,365436,0.61
Topher_Trucker,725,4711,16179,198,0.38,1808,0.15,256,10827,1278,222.14,264195,0.46
3512317714,1075,4608,4608,108,0.78,3576,0.55,152,935,471,222.08,459876,0.52
PercentHat78683,4384,13161,85531,838,1.1,14489,0.29,939,12833,3041,222.07,2329663,0.45
EvilYetiKing,8255,11020,7831,1187,3.26,35879,0.5,1885,5070,984,222.01,4962804,0.44
RaGnAr_GR_22,5867,15520,26207,957,1.39,21640,0.38,888,3829,3233,222.01,3642722,0.52
Hebrok,5230,14722,73369,655,1.34,19655,0.5,867,5656,5591,221.96,2712066,0.49
Foxtrot48I,8858,37250,7857,1177,0.88,32658,0.46,1874,7648,2481,221.94,4380070,0.51
MrBrownstone_85,6536,12392,102866,984,2.36,29217,0.49,1532,21065,3545,221.93,3670653,0.51
XD_206265,1331,2855,278,157,1.98,5642,0.6,198,545,245,221.91,712180,0.47
